codigo,codigo_nombre,familia_producto,atencion,venta_dirigida,concepto_1,concepto_2,plan,vigencia
SF.CN.M.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.M.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.M.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.P.S.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.P.S.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.P.S.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.P.S.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.P.S.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Premium,Vigencia 1 ano
SF.CN.R.S.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.R.S.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.R.S.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.R.S.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.R.S.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Premium,Vigencia 1 ano
SF.CN.M.S.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.M.S.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.M.S.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.M.S.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.M.S.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Premium,Vigencia 1 ano
SF.CN.P.C.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.P.C.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.P.C.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.P.C.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.P.C.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.R.C.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.R.C.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.R.C.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.R.C.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.R.C.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.M.C.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.M.C.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.M.C.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.M.C.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.M.C.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.P.C.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.P.C.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.P.C.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.P.C.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.P.C.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.R.C.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.R.C.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.R.C.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.R.C.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.R.C.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.M.C.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.M.C.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.M.C.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.M.C.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.M.C.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.P.C.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.P.C.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Basico,Vigencia 1 ano
SF.CN.P.C.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.P.C.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.P.C.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.R.C.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.R.C.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Basico,Vigencia 1 ano
SF.CN.R.C.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.R.C.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.R.C.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.M.C.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.M.C.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Basico,Vigencia 1 ano
SF.CN.M.C.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.M.C.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.M.C.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.P.C.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.P.C.N.V1.BAS,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.P.C.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.P.C.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.P.C.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Premium,Vigencia 1 ano
SF.CN.R.C.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.R.C.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.R.C.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.R.C.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.R.C.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Con firma,Nuevo,Premium,Vigencia 1 ano
SF.CN.M.C.N.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Mini,Vigencia 1 ano
SF.CN.M.C.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Basico,Vigencia 1 ano
SF.CN.M.C.N.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Esencial,Vigencia 1 ano
SF.CN.M.C.N.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Estandar,Vigencia 1 ano
SF.CN.M.C.N.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Con firma,Nuevo,Premium,Vigencia 1 ano
F.CN.P.T.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,Token,Nuevo,NULL,Vigencia 1 ano
F.CN.P.T.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,Token,Nuevo,NULL,Vigencia 2 anos
F.CN.P.T.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,Token,Nuevo,NULL,Vigencia 3 anos
F.CN.R.T.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Representante Legal,Token,Nuevo,NULL,Vigencia 1 ano
F.CN.R.T.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Representante Legal,Token,Nuevo,NULL,Vigencia 2 anos
F.CN.R.T.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,Token,Nuevo,NULL,Vigencia 3 anos
F.CN.M.T.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Miembro de empresa,Token,Nuevo,NULL,Vigencia 1 ano
F.CN.M.T.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Miembro de empresa,Token,Nuevo,NULL,Vigencia 2 anos
F.CN.M.T.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,Token,Nuevo,NULL,Vigencia 3 anos
F.CN.P.T.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,Token,Renovacion,NULL,Vigencia 1 ano
F.CN.P.T.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,Token,Renovacion,NULL,Vigencia 2 anos
F.CN.P.T.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,Token,Renovacion,NULL,Vigencia 3 anos
F.CN.R.T.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Representante Legal,Token,Renovacion,NULL,Vigencia 1 ano
F.CN.R.T.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Representante Legal,Token,Renovacion,NULL,Vigencia 2 anos
F.CN.R.T.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,Token,Renovacion,NULL,Vigencia 3 anos
F.CN.M.T.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Miembro de empresa,Token,Renovacion,NULL,Vigencia 1 ano
F.CN.M.T.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Miembro de empresa,Token,Renovacion,NULL,Vigencia 2 anos
F.CN.M.T.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,Token,Renovacion,NULL,Vigencia 3 anos
F.CN.P.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 ano
F.CN.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.CN.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.CN.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.CN.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.CN.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.CN.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.CN.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.CN.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.CN.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.CN.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.CN.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.CN.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.CN.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.CN.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.CN.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Convenios,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.CN.P.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 ano
F.CN.P.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 anos
F.CN.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.CN.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
F.CN.P.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 5 anos
F.CN.R.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Representante Legal,Archivo,Nuevo,NULL,Vigencia 1 ano
F.CN.R.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Nuevo,NULL,Vigencia 2 anos
F.CN.R.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Nuevo,NULL,Vigencia 3 anos
F.CN.R.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Nuevo,NULL,Vigencia 4 anos
F.CN.R.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Representante Legal,Archivo,Nuevo,NULL,Vigencia 5 anos
F.CN.M.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 1 ano
F.CN.M.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 2 anos
F.CN.M.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 3 anos
F.CN.M.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 4 anos
F.CN.M.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Convenios,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 5 anos
F.CN.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
SF.CN.P.C.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Con firma,Nuevo,Basico,Vigencia 1 ano
F.CN.P.A.N.V2s.,Firmas electronicas Vigencia 2 semanas,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 semanas
F.CN.P.A.N.V1s.,Firmas electronicas Vigencia 1 semana,Firmas electronicas,Convenios,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 semana
F.CN.P.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,AToken,Nuevo,NULL,Vigencia 1 ano
F.CN.P.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Nuevo,NULL,Vigencia 2 anos
F.CN.P.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Nuevo,NULL,Vigencia 3 anos
F.CN.P.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Nuevo,NULL,Vigencia 4 anos
F.CN.P.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Nuevo,NULL,Vigencia 5 anos
F.CN.R.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Representante Legal,AToken,Nuevo,NULL,Vigencia 1 ano
F.CN.R.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Representante Legal,AToken,Nuevo,NULL,Vigencia 2 anos
F.CN.R.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,AToken,Nuevo,NULL,Vigencia 3 anos
F.CN.R.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,AToken,Nuevo,NULL,Vigencia 4 anos
F.CN.R.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Representante Legal,AToken,Nuevo,NULL,Vigencia 5 anos
F.CN.M.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 1 ano
F.CN.M.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 2 anos
F.CN.M.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 3 anos
F.CN.M.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 4 anos
F.CN.M.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 5 anos
F.CN.P.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Convenios,Personas Naturales,AToken,Renovacion,NULL,Vigencia 1 ano
F.CN.P.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Renovacion,NULL,Vigencia 2 anos
F.CN.P.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Convenios,Personas Naturales,AToken,Renovacion,NULL,Vigencia 3 anos
